,false_positive_rate,true_positive_rate,thresholds
0,0.0,0.0,1.0401832709647982
1,0.001705237515225335,0.0,0.040183270964798214
2,0.002679658952496955,0.0,0.01973189680256192
3,0.00682095006090134,0.0,0.015524508892721403
4,0.06236297198538368,0.15384615384615385,0.012203084685330568
5,0.07235079171741779,0.15384615384615385,0.00958535082265554
6,0.07551766138855055,0.15384615384615385,0.007524880083288718
7,0.11668696711327649,0.15384615384615385,0.005904688321769397
8,0.2801461632155907,0.46153846153846156,0.004631714161441799
9,0.34835566382460414,0.6153846153846154,0.0036321739844652244
10,0.3649208282582217,0.6923076923076923,0.0028477209629077685
11,0.5393422655298417,0.7692307692307693,0.002232309361033909
12,0.5880633373934226,0.9230769230769231,0.001749658974654474
13,0.6358099878197321,1.0,0.00137121961625952
14,0.7125456760048721,1.0,0.0010745460120873953
15,0.7780755176613886,1.0,0.0008420058372177299
16,0.8509135200974421,1.0,0.0006597559409264238
17,0.8969549330085261,1.0,0.0005169331350596469
18,0.9108404384896468,1.0,0.0004050158284848623
19,0.9464068209500609,1.0,0.00031732120373204775
20,0.9654080389768575,1.0,0.0002486096260623397
21,0.9756394640682094,1.0,0.00015259406526451288
22,0.994884287454324,1.0,0.00011954763662130137
23,1.0,1.0,7.33734678202134e-05
