,false_positive_rate,true_positive_rate,thresholds
0,0.0,0.0,1.0193144275204107
1,0.00048555474629764507,0.0,0.01931442752041074
2,0.01747997086671522,0.0,0.011910834711966498
3,0.07380432143724205,0.25,0.007323987510654252
4,0.3605243991260015,0.5833333333333334,0.004495492784760488
5,0.40373877154649185,0.6666666666666666,0.0027563183375817453
6,0.5530468560330177,0.75,0.0016888380869989129
7,0.7778587035688274,0.8333333333333334,0.0010343479319724473
8,0.8191308570041272,0.9166666666666666,0.0006333371440595898
9,0.9230395727118232,0.9166666666666666,0.00038773560565146854
10,0.958970623937849,0.9166666666666666,0.00023735316182915914
11,0.9827628065064336,0.9166666666666666,0.00014528775709436994
12,0.9963583394027676,1.0,8.892983875644965e-05
13,1.0,1.0,3.331652310964529e-05
