,false_positive_rate,true_positive_rate,thresholds
0,0.0,0.0,inf
1,0.00048721071863581,0.0,0.10324350168690333
2,0.001218026796589525,0.0,0.10323517416822849
3,0.001705237515225335,0.0,0.10321500721989793
4,0.003166869671132765,0.0,0.10320193504436764
5,0.0036540803897685747,0.0,0.10319518421421969
6,0.00389768574908648,0.0,0.1031936104926047
7,0.00584652862362972,0.0,0.10318714237915073
8,0.0060901339829476245,0.0,0.10318182937498227
9,0.006577344701583435,0.0,0.10317943299765132
10,0.007064555420219245,0.0,0.10317389620753653
11,0.00779537149817296,0.0,0.10317213857734447
12,0.008282582216808769,0.0,0.10316382797218594
13,0.00876979293544458,0.0,0.10315861675441468
14,0.009013398294762484,0.0,0.10315632488298174
15,0.009500609013398295,0.0,0.10315363478700497
16,0.01023142509135201,0.0,0.10315170363144692
17,0.01120584652862363,0.0,0.10314559581741287
18,0.012180267965895249,0.0,0.10313884824878178
19,0.01266747868453106,0.0,0.10313846148592481
20,0.013398294762484775,0.0,0.1031331622536037
21,0.01412911084043849,0.0,0.1031323543658179
22,0.014372716199756394,0.0,0.1031309728034308
23,0.015347137637028014,0.0,0.10313059736193546
24,0.01607795371498173,0.0,0.103129900795281
25,0.01705237515225335,0.0,0.10312323158655906
26,0.017295980511571253,0.0,0.10312310464228695
27,0.017783191230207065,0.0,0.10311992221465631
28,0.019244823386114496,0.0,0.10311581374632287
29,0.020706455542021926,0.0,0.10310999267592282
30,0.021193666260657735,0.0,0.1031098048973773
31,0.02241169305724726,0.0,0.10310750715656178
32,0.022655298416565165,0.0,0.10310715139987406
33,0.02338611449451888,0.0,0.10310546024046154
34,0.02387332521315469,0.0,0.10310464983581703
35,0.024116930572472595,0.0,0.10310356088396883
36,0.02533495736906212,0.0,0.10310229845671387
37,0.02582216808769793,0.0,0.10310187927936436
38,0.02679658952496955,0.0,0.1031008602013393
39,0.027040194884287456,0.0,0.1030998030408198
40,0.028014616321559074,0.07692307692307693,0.10309882702271012
41,0.028501827040194883,0.07692307692307693,0.10309714257600087
42,0.029476248477466504,0.07692307692307693,0.10309626973661438
43,0.02971985383678441,0.07692307692307693,0.10309475505177584
44,0.03020706455542022,0.07692307692307693,0.10309463958389951
45,0.030694275274056028,0.07692307692307693,0.10309391431631022
46,0.03118148599269184,0.07692307692307693,0.10309251360293252
47,0.03239951278928136,0.07692307692307693,0.10308873102475621
48,0.03288672350791717,0.07692307692307693,0.10308851209718274
49,0.03361753958587089,0.07692307692307693,0.1030880104267493
50,0.03386114494518879,0.07692307692307693,0.10308735046912251
51,0.034591961023142506,0.07692307692307693,0.10308734013603453
52,0.03556638246041413,0.07692307692307693,0.10308616104381232
53,0.03654080389768575,0.07692307692307693,0.10308576786999138
54,0.03678440925700365,0.07692307692307693,0.10308489048327142
55,0.037271619975639464,0.07692307692307693,0.10308450389949547
56,0.03751522533495737,0.07692307692307693,0.1030840829301578
57,0.03848964677222899,0.07692307692307693,0.10308335940922414
58,0.0389768574908648,0.07692307692307693,0.10308140392201179
59,0.03995127892813642,0.07692307692307693,0.10307805113454516
60,0.04043848964677223,0.07692307692307693,0.10307791526865896
61,0.04068209500609014,0.07692307692307693,0.10307648049869528
62,0.04116930572472594,0.07692307692307693,0.10307646313663545
63,0.04141291108404385,0.07692307692307693,0.10307567300389298
64,0.04190012180267966,0.07692307692307693,0.10307438965782117
65,0.04238733252131547,0.07692307692307693,0.10307401089937504
66,0.04287454323995128,0.07692307692307693,0.10307341940648582
67,0.044336175395858705,0.07692307692307693,0.10307334068922609
68,0.04506699147381242,0.07692307692307693,0.10307240057743583
69,0.045797807551766136,0.07692307692307693,0.10307187363333316
70,0.04677222898903776,0.07692307692307693,0.10307165592917268
71,0.047503045066991476,0.07692307692307693,0.1030709899420956
72,0.04847746650426309,0.07692307692307693,0.10307035926573123
73,0.048721071863580996,0.07692307692307693,0.1030695995709314
74,0.04920828258221681,0.07692307692307693,0.1030682858955924
75,0.04945188794153471,0.07692307692307693,0.10306781123423382
76,0.050182704019488426,0.07692307692307693,0.10306563334378369
77,0.05066991473812424,0.07692307692307693,0.103065456389401
78,0.05091352009744214,0.07692307692307693,0.10306498597339296
79,0.051887941534713766,0.07692307692307693,0.10306186664667562
80,0.05213154689403167,0.07692307692307693,0.10306105925320252
81,0.052862362971985384,0.07692307692307693,0.1030607821302069
82,0.05310596833130329,0.07692307692307693,0.10306060518319629
83,0.053836784409257,0.15384615384615385,0.103059553942281
84,0.05456760048721072,0.15384615384615385,0.10305934438742893
85,0.05505481120584653,0.15384615384615385,0.10305888381533335
86,0.05554202192448234,0.15384615384615385,0.10305793372906576
87,0.05602923264311815,0.15384615384615385,0.10305632740615676
88,0.05676004872107186,0.15384615384615385,0.10305592140068094
89,0.05822168087697929,0.15384615384615385,0.10305240097795108
90,0.059926918392204626,0.15384615384615385,0.10305147658027698
91,0.06090133982947625,0.15384615384615385,0.10304916762847795
92,0.06309378806333739,0.15384615384615385,0.10304835761545507
93,0.06333739342265529,0.15384615384615385,0.10304800947346823
94,0.06406820950060901,0.15384615384615385,0.10304793863221315
95,0.06552984165651644,0.15384615384615385,0.10304692002609137
96,0.06577344701583435,0.15384615384615385,0.10304601437434326
97,0.06626065773447015,0.15384615384615385,0.10304593650126705
98,0.06699147381242387,0.15384615384615385,0.10304582914078891
99,0.0679658952496955,0.15384615384615385,0.10304465046881284
100,0.06918392204628501,0.15384615384615385,0.10304085398350049
101,0.06991473812423873,0.15384615384615385,0.10304059642244993
102,0.07015834348355664,0.15384615384615385,0.10303990039384249
103,0.07064555420219244,0.15384615384615385,0.10303852358224297
104,0.07088915956151036,0.15384615384615385,0.10303809198029173
105,0.07137637028014616,0.15384615384615385,0.10303782756602888
106,0.07161997563946407,0.15384615384615385,0.10303717634130831
107,0.07210718635809987,0.15384615384615385,0.10303622724740415
108,0.0728380024360536,0.15384615384615385,0.10303516552912155
109,0.07381242387332522,0.15384615384615385,0.10303510827128133
110,0.07454323995127893,0.15384615384615385,0.10303407620193555
111,0.07503045066991473,0.15384615384615385,0.10303340622162226
112,0.07576126674786846,0.15384615384615385,0.10303193966882916
113,0.07649208282582216,0.15384615384615385,0.10303105628063816
114,0.07697929354445798,0.15384615384615385,0.10302986698276442
115,0.07746650426309379,0.15384615384615385,0.10302948477441548
116,0.07771010962241169,0.15384615384615385,0.10302942733823678
117,0.07917174177831912,0.15384615384615385,0.10302708985901611
118,0.07965895249695493,0.15384615384615385,0.10302546871821604
119,0.08038976857490865,0.15384615384615385,0.10302501725930861
120,0.08063337393422655,0.15384615384615385,0.10302489498406765
121,0.08112058465286236,0.15384615384615385,0.1030230290222514
122,0.08136419001218027,0.15384615384615385,0.10302299822330925
123,0.08185140073081608,0.15384615384615385,0.10302278701943318
124,0.08209500609013398,0.15384615384615385,0.10302272119090151
125,0.0830694275274056,0.15384615384615385,0.10302163596801199
126,0.08355663824604141,0.15384615384615385,0.1030206757646553
127,0.08404384896467722,0.15384615384615385,0.10302046174068152
128,0.08526187576126674,0.15384615384615385,0.10301936752020212
129,0.08574908647990256,0.15384615384615385,0.10301834675131438
130,0.08721071863581,0.15384615384615385,0.10301706359937209
131,0.0876979293544458,0.15384615384615385,0.10301658307241511
132,0.08842874543239951,0.15384615384615385,0.10301625651657668
133,0.08891595615103533,0.15384615384615385,0.10301482746472813
134,0.08940316686967113,0.15384615384615385,0.10301434277836578
135,0.08989037758830694,0.15384615384615385,0.10301377082393617
136,0.09086479902557856,0.15384615384615385,0.10301209427645033
137,0.09110840438489647,0.15384615384615385,0.10301145566443845
138,0.09208282582216809,0.15384615384615385,0.10301139841826092
139,0.0925700365408039,0.15384615384615385,0.1030103665591345
140,0.09403166869671133,0.15384615384615385,0.10300997836789842
141,0.09451887941534713,0.15384615384615385,0.1030096931255058
142,0.09476248477466505,0.15384615384615385,0.10300949370173108
143,0.09524969549330085,0.15384615384615385,0.1030093833431255
144,0.09549330085261876,0.15384615384615385,0.10300890914571102
145,0.09622411693057248,0.15384615384615385,0.10300840860217628
146,0.09646772228989038,0.15384615384615385,0.10300777308951602
147,0.09695493300852619,0.15384615384615385,0.1030076208355787
148,0.09817295980511571,0.15384615384615385,0.10300694742481677
149,0.09841656516443362,0.15384615384615385,0.1030069025915456
150,0.09939098660170524,0.15384615384615385,0.10300665346736393
151,0.10036540803897685,0.15384615384615385,0.10300422249452601
152,0.10207064555420219,0.15384615384615385,0.10300383675318617
153,0.1023142509135201,0.15384615384615385,0.10300349688466262
154,0.102557856272838,0.23076923076923078,0.10300142470507409
155,0.10304506699147381,0.23076923076923078,0.10300054435197796
156,0.10426309378806334,0.23076923076923078,0.10299960774163795
157,0.10450669914738124,0.23076923076923078,0.10299910208832033
158,0.10548112058465287,0.23076923076923078,0.10299864825994066
159,0.10572472594397077,0.23076923076923078,0.10299863679487894
160,0.10621193666260657,0.23076923076923078,0.1029985910200633
161,0.1069427527405603,0.23076923076923078,0.10299840630781694
162,0.1071863580998782,0.23076923076923078,0.10299836893407091
163,0.10816077953714982,0.23076923076923078,0.10299755927449669
164,0.10864799025578563,0.23076923076923078,0.10299690352135671
165,0.10962241169305725,0.23076923076923078,0.10299645392133279
166,0.11010962241169306,0.23076923076923078,0.10299580155994673
167,0.11059683313032886,0.23076923076923078,0.10299548467753247
168,0.11108404384896468,0.23076923076923078,0.10299403653576888
169,0.11157125456760049,0.23076923076923078,0.1029939669698465
170,0.11181485992691839,0.23076923076923078,0.10299385374547483
171,0.1123020706455542,0.23076923076923078,0.10299372951739386
172,0.11303288672350792,0.23076923076923078,0.10299361589345195
173,0.11327649208282582,0.23076923076923078,0.10299252673562725
174,0.11376370280146163,0.23076923076923078,0.10299174181481567
175,0.11473812423873325,0.23076923076923078,0.10299143406621747
176,0.11522533495736906,0.23076923076923078,0.1029909389664422
177,0.11546894031668696,0.23076923076923078,0.10299044842048855
178,0.11595615103532278,0.23076923076923078,0.10298961771068402
179,0.11644336175395859,0.23076923076923078,0.10298950555971302
180,0.11741778319123021,0.23076923076923078,0.10298938918982715
181,0.11766138855054811,0.23076923076923078,0.10298892198689354
182,0.11863580998781974,0.23076923076923078,0.10298770564442145
183,0.11887941534713764,0.23076923076923078,0.1029862475346076
184,0.11985383678440925,0.23076923076923078,0.10298560033946956
185,0.12034104750304507,0.23076923076923078,0.10298521250032475
186,0.12082825822168088,0.23076923076923078,0.10298491948365544
187,0.1215590742996346,0.23076923076923078,0.10298473850083639
188,0.1218026796589525,0.23076923076923078,0.10298461227544395
189,0.12253349573690621,0.23076923076923078,0.10298418919576123
190,0.12375152253349574,0.23076923076923078,0.10298406521551608
191,0.12399512789281364,0.23076923076923078,0.10298391658158457
192,0.12496954933008526,0.23076923076923078,0.10298340624692713
193,0.12521315468940317,0.23076923076923078,0.10298326565847438
194,0.1259439707673569,0.23076923076923078,0.1029829606536178
195,0.12618757612667478,0.23076923076923078,0.10298246797550478
196,0.12764920828258222,0.23076923076923078,0.1029811985462635
197,0.12813641900121803,0.23076923076923078,0.10298096474821762
198,0.12838002436053594,0.23076923076923078,0.10297869466881375
199,0.12935444579780755,0.23076923076923078,0.10297821013293933
200,0.12984165651644336,0.23076923076923078,0.1029779234197255
201,0.13032886723507917,0.23076923076923078,0.1029778919104703
202,0.1315468940316687,0.23076923076923078,0.10297666807014767
203,0.1320341047503045,0.23076923076923078,0.10297634162631142
204,0.13300852618757614,0.23076923076923078,0.10297611706237522
205,0.13325213154689403,0.23076923076923078,0.10297595968524502
206,0.13373934226552983,0.23076923076923078,0.10297578648347497
207,0.13471376370280147,0.23076923076923078,0.10297316020949421
208,0.13544457978075516,0.23076923076923078,0.10297193403675371
209,0.135931790499391,0.23076923076923078,0.10297114289670402
210,0.1366626065773447,0.23076923076923078,0.10297111220796314
211,0.13714981729598053,0.23076923076923078,0.10297086516412651
212,0.13739342265529841,0.3076923076923077,0.10297084928743223
213,0.13763702801461633,0.3076923076923077,0.10297061010245814
214,0.13836784409257002,0.3076923076923077,0.10297015638520696
215,0.13861144945188794,0.3076923076923077,0.10296991449232985
216,0.13909866017052375,0.3076923076923077,0.102969479094994
217,0.13958587088915955,0.3076923076923077,0.10296846648674472
218,0.14031668696711327,0.3076923076923077,0.10296841207385649
219,0.14177831912302072,0.3076923076923077,0.10296547624142278
220,0.14226552984165652,0.3076923076923077,0.10296529607058562
221,0.1425091352009744,0.3076923076923077,0.10296470102206677
222,0.14299634591961022,0.3076923076923077,0.10296400544727485
223,0.14372716199756394,0.3076923076923077,0.1029627411267102
